Quarter,Industry,Sex,Employment status,Value,Flags
"Sep-03","Public administration and safety","Total","Full time employees",62500,
"Jun-03","Public administration and safety","Total","Full time employees",63100,
"Mar-03","Public administration and safety","Total","Full time employees",63100,
"Dec-02","Public administration and safety","Total","Full time employees",62100,
"Sep-02","Public administration and safety","Total","Full time employees",61500,
"Jun-02","Public administration and safety","Total","Full time employees",60700,
"Mar-02","Public administration and safety","Total","Full time employees",60500,
"Dec-01","Public administration and safety","Total","Full time employees",59700,
"Sep-01","Public administration and safety","Total","Full time employees",58700,
"Jun-01","Public administration and safety","Total","Full time employees",60000,
"Mar-01","Public administration and safety","Total","Full time employees",59500,
"Dec-00","Public administration and safety","Total","Full time employees",59200,
"Sep-00","Public administration and safety","Total","Full time employees",57600,
"Jun-00","Public administration and safety","Total","Full time employees",56800,
"Mar-00","Public administration and safety","Total","Full time employees",57000,
"Sep-15","Education and training","Total","Full time employees",103300,
"Jun-15","Education and training","Total","Full time employees",99700,
"Mar-15","Education and training","Total","Full time employees",95800,
"Dec-14","Education and training","Total","Full time employees",100900,
"Sep-14","Education and training","Total","Full time employees",99100,
"Jun-14","Education and training","Total","Full time employees",98800,
"Mar-14","Education and training","Total","Full time employees",91000,
"Dec-13","Education and training","Total","Full time employees",101000,
"Sep-13","Education and training","Total","Full time employees",98200,
"Jun-13","Education and training","Total","Full time employees",98000,
"Mar-13","Education and training","Total","Full time employees",90800,
"Dec-12","Education and training","Total","Full time employees",102000,
"Sep-12","Education and training","Total","Full time employees",98900,
"Jun-12","Education and training","Total","Full time employees",99100,
"Mar-12","Education and training","Total","Full time employees",87700,
"Dec-11","Education and training","Total","Full time employees",100100,
"Sep-11","Education and training","Total","Full time employees",98800,
"Jun-11","Education and training","Total","Full time employees",99600,
"Mar-11","Education and training","Total","Full time employees",90100,
"Dec-10","Education and training","Total","Full time employees",99600,
"Sep-10","Education and training","Total","Full time employees",98800,
"Jun-10","Education and training","Total","Full time employees",97500,
"Mar-10","Education and training","Total","Full time employees",90300,
"Dec-09","Education and training","Total","Full time employees",97300,
"Sep-09","Education and training","Total","Full time employees",97200,
"Jun-09","Education and training","Total","Full time employees",96600,
"Mar-09","Education and training","Total","Full time employees",95600,
"Dec-08","Education and training","Total","Full time employees",98800,
"Sep-08","Education and training","Total","Full time employees",97000,
"Jun-08","Education and training","Total","Full time employees",94000,
"Mar-08","Education and training","Total","Full time employees",89300,
"Dec-07","Education and training","Total","Full time employees",94600,
"Sep-07","Education and training","Total","Full time employees",94400,
"Jun-07","Education and training","Total","Full time employees",92700,
"Mar-07","Education and training","Total","Full time employees",88100,
"Dec-06","Education and training","Total","Full time employees",94700,
"Sep-06","Education and training","Total","Full time employees",93400,
"Jun-06","Education and training","Total","Full time employees",93400,
"Mar-06","Education and training","Total","Full time employees",87300,
"Dec-05","Education and training","Total","Full time employees",94900,
"Sep-05","Education and training","Total","Full time employees",91500,
"Jun-05","Education and training","Total","Full time employees",88900,
"Mar-05","Education and training","Total","Full time employees",87800,
"Dec-04","Education and training","Total","Full time employees",97300,
"Sep-04","Education and training","Total","Full time employees",95400,
"Jun-04","Education and training","Total","Full time employees",94700,
"Mar-04","Education and training","Total","Full time employees",90800,
"Dec-03","Education and training","Total","Full time employees",94800,
"Sep-03","Education and training","Total","Full time employees",92700,
"Jun-03","Education and training","Total","Full time employees",91800,
"Mar-03","Education and training","Total","Full time employees",88400,
"Dec-02","Education and training","Total","Full time employees",90700,
"Sep-02","Education and training","Total","Full time employees",88100,
"Jun-02","Education and training","Total","Full time employees",86800,
"Mar-02","Education and training","Total","Full time employees",83300,
